epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,982.604,0.46254,0.38961,0.99708,0.8606,0.71429,0.77307,0.57727,1.01184,0.9132,6.23356,0.0011288,0.0011288,0.0011288
134,1103.5,0.47234,0.38689,0.94763,0.82059,0.81689,0.79266,0.5958,0.95969,0.8521,3.69655,0.0011222,0.0011222,0.0011222
135,1227.21,0.45254,0.36504,0.9567,0.87871,0.77651,0.83916,0.59073,1.02958,1.10206,16.0494,0.0011156,0.0011156,0.0011156
136,1351.63,0.44831,0.37433,0.95473,0.77317,0.75,0.72797,0.55694,1.07873,0.98198,1.72937,0.001109,0.001109,0.001109
137,40.7098,0.46058,0.6089,0.95257,0.58647,0.64286,0.57915,0.40031,1.28805,1.61829,16.022,0.0011024,0.0011024,0.0011024
138,77.9301,0.44811,0.50199,0.95128,0.76764,0.71429,0.75578,0.52187,1.1558,1.15046,12.4433,0.0010958,0.0010958,0.0010958
139,114.835,0.46219,0.43238,0.95425,0.84605,0.7851,0.84796,0.6438,0.90233,1.03802,6.86695,0.0010892,0.0010892,0.0010892
140,153.821,0.43951,0.38357,0.94506,0.89948,0.82143,0.8467,0.64777,0.9977,0.99957,6.46747,0.0010826,0.0010826,0.0010826
141,190.95,0.43686,0.37626,0.94922,0.71448,0.64286,0.65081,0.49515,1.14457,1.13066,7.28341,0.001076,0.001076,0.001076
142,227.482,0.40058,0.37153,0.92606,0.87882,0.77725,0.85626,0.60712,1.05636,0.98525,5.10758,0.0010694,0.0010694,0.0010694
143,262.903,0.41462,0.37523,0.96592,0.88903,0.92857,0.91225,0.65161,0.90793,0.94146,20.1636,0.0010628,0.0010628,0.0010628
144,300.649,0.41961,0.35952,0.92133,0.86225,0.75,0.8094,0.60531,1.03995,1.01758,16.9101,0.0010562,0.0010562,0.0010562
145,336.404,0.41176,0.34017,0.93045,0.82248,0.85714,0.86503,0.6278,0.98203,0.96241,11.9594,0.0010496,0.0010496,0.0010496
146,373.274,0.41532,0.33492,0.94032,0.88562,0.89286,0.89841,0.6668,0.85988,0.81076,20.7208,0.001043,0.001043,0.001043
147,410.591,0.45199,0.37314,0.93262,0.92211,0.92857,0.90658,0.69224,0.88268,0.70471,16.8646,0.0010364,0.0010364,0.0010364
148,447.312,0.44145,0.36577,0.94766,0.92117,0.89286,0.90224,0.70213,0.90642,0.72766,1.69601,0.0010298,0.0010298,0.0010298
149,483.204,0.43307,0.36644,0.95609,0.88319,0.85714,0.82608,0.66425,0.97537,0.88756,13.882,0.0010232,0.0010232,0.0010232
150,518.807,0.43011,0.35075,0.94771,0.91996,0.82103,0.83861,0.66173,0.98822,0.90674,24.9466,0.0010166,0.0010166,0.0010166
151,556.246,0.42289,0.33786,0.94525,0.91966,0.81781,0.82376,0.64013,0.96607,0.93955,15.1016,0.00101,0.00101,0.00101
152,593.21,0.43739,0.34968,0.97476,0.81496,0.82143,0.78478,0.5896,0.99482,0.8961,3.59618,0.0010034,0.0010034,0.0010034
153,629.503,0.45309,0.35418,0.97054,0.78962,0.82143,0.77597,0.58725,0.98477,0.91541,1.55664,0.0009968,0.0009968,0.0009968
154,666.737,0.43008,0.36384,0.94372,0.87579,0.78571,0.79274,0.6079,0.90941,0.98449,3.84464,0.0009902,0.0009902,0.0009902
155,705.425,0.39502,0.33333,0.92702,0.83382,0.78571,0.79183,0.64601,0.8527,0.88545,8.21314,0.0009836,0.0009836,0.0009836
156,747.233,0.42204,0.34379,0.93477,0.8035,0.75,0.78052,0.59673,0.98457,0.90908,2.17089,0.000977,0.000977,0.000977
157,785.669,0.40047,0.32373,0.91402,0.85038,0.81219,0.80741,0.63546,0.98244,0.91051,10.8128,0.0009704,0.0009704,0.0009704
158,821.739,0.43642,0.37333,0.94275,0.82562,0.84576,0.81022,0.61078,1.03355,0.91357,31.2342,0.0009638,0.0009638,0.0009638
159,858.728,0.42691,0.3311,0.93262,0.76095,0.82143,0.79337,0.50092,1.28095,1.10194,49.3888,0.0009572,0.0009572,0.0009572
160,894.721,0.43986,0.35308,0.95384,0.78395,0.75,0.75561,0.51687,1.32164,1.01167,23.8241,0.0009506,0.0009506,0.0009506
161,932.887,0.42001,0.35441,0.93477,0.82714,0.75,0.78777,0.56137,1.09588,0.91608,15.3263,0.000944,0.000944,0.000944
162,969.589,0.41542,0.35221,0.93161,0.79205,0.71429,0.78401,0.5694,1.0308,1.18626,22.5463,0.0009374,0.0009374,0.0009374
163,1007.04,0.44378,0.34772,0.96016,0.86702,0.75,0.84947,0.54814,1.02636,0.91736,9.40193,0.0009308,0.0009308,0.0009308
